"","Division","Season","Date","Covid19","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","shotsDiff","shotsTargetDiff","pointsDiff","expPointsDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"365","D2",10,"21.09.2019","Yes","Stuttgart","Greuther Furth",2,0,16,15,5,3,20,16,1,4,0,0,1.52,4.35,5.68,1.51,2.54,3,0,0.618417364142405,0.216090665171599,0.165491970685996,2.07134275759881,0.712566577229586,2,1,2,3,1.35877618036923,4,-3,0,0
"366","D2",10,"21.09.2019","Yes","Wehen","Bielefeld",2,5,11,10,6,8,13,11,2,2,1,0,3.73,3.7,1.9,1.52,2.5,0,3,0.251808868830145,0.253850562361201,0.494340568808654,1.00927716885164,1.73687226878716,-3,1,-2,-3,-0.727595099935525,2,0,1,0
"367","D2",10,"22.09.2019","Yes","Dresden","Regensburg",2,1,10,17,7,3,18,17,1,3,0,0,2.24,3.61,2.92,1.56,2.39,3,0,0.418826782791119,0.259881438629392,0.321291778579489,1.51636178700275,1.22375677436786,1,-7,4,3,0.292605012634891,1,-2,0,0
"368","D2",10,"22.09.2019","Yes","Hamburg","Erzgebirge Aue",4,0,9,9,5,2,6,14,1,3,0,0,1.42,4.55,7.23,1.64,2.24,3,0,0.66291378584196,0.206887379317711,0.13019883484033,2.19562873684359,0.597483883838699,4,0,3,3,1.59814485300489,-8,-2,0,0
"369","D2",10,"22.09.2019","Yes","Osnabruck","St Pauli",1,1,16,13,5,3,16,16,2,4,0,1,2.17,3.47,3.16,1.78,2.04,1,1,0.432513026431527,0.270476445924038,0.297010527644435,1.56801552521862,1.16150802885734,0,3,2,0,0.406507496361277,0,-2,-1,0
"370","D2",10,"27.09.2019","Yes","Bielefeld","Stuttgart",0,1,10,11,2,4,12,5,3,1,1,0,2.69,3.48,2.48,1.52,2.47,0,3,0.349935935903466,0.270496456201242,0.379567607895292,1.32030426391164,1.40919927988712,-1,-1,-2,-3,-0.0888950159754769,7,2,1,0
"371","D2",10,"27.09.2019","Yes","Wehen","Osnabruck",2,0,15,4,4,0,20,9,3,1,0,0,2.9,3.65,2.25,1.54,2.44,3,0,0.324316319478724,0.257675979859808,0.418007700661467,1.23062493829598,1.51169908184421,2,11,4,3,-0.281074143548228,11,2,0,0
"372","D2",10,"28.09.2019","Yes","Bochum","Darmstadt",2,2,15,10,5,6,19,12,2,1,0,0,1.99,3.56,3.58,1.74,2.09,1,1,0.472845726327662,0.264315448143833,0.262838825528505,1.68285262712682,1.05283192472935,0,5,-1,0,0.630020702397471,7,1,0,0
"373","D2",10,"28.09.2019","Yes","Karlsruhe","Heidenheim",1,1,17,10,3,2,11,12,2,3,0,0,2.22,3.48,3.06,1.68,2.16,1,1,0.423115434129595,0.269918466599914,0.306966099270491,1.5392647689887,1.19081676441139,0,7,1,0,0.348448004577314,-1,-1,0,0
"374","D2",10,"28.09.2019","Yes","Regensburg","Hamburg",2,2,8,14,2,3,23,11,4,1,0,0,3.72,3.88,1.86,1.55,2.42,1,1,0.252604166666667,0.2421875,0.505208333333333,1,1.7578125,0,-6,-1,0,-0.7578125,12,3,0,0
"375","D2",10,"29.09.2019","Yes","Erzgebirge Aue","Dresden",4,1,12,9,7,2,14,10,3,2,0,0,2.45,3.46,2.73,1.7,2.14,3,0,0.383799311698285,0.271765408572485,0.34443527972923,1.42316334366734,1.30507124776018,3,3,5,3,0.118092095907165,4,1,0,0
"376","D2",10,"29.09.2019","Yes","Greuther Furth","Holstein Kiel",0,3,6,18,2,9,14,13,1,1,0,0,2.35,3.56,2.79,1.55,2.42,0,3,0.399615367593513,0.263791043214819,0.336593589191668,1.46263714599536,1.27357181078982,-3,-12,-7,-3,0.189065335205533,1,0,0,0
"377","D2",10,"29.09.2019","Yes","St Pauli","Sandhausen",2,0,21,18,7,4,13,18,2,1,0,0,2.38,3.41,2.85,1.76,2.06,3,0,0.39478334342109,0.275537934704456,0.329678721874454,1.45988796496773,1.26457410032782,2,3,3,3,0.195313864639908,-5,1,0,0
"378","D2",10,"30.09.2019","Yes","Hannover","Nurnberg",0,4,10,8,0,4,6,15,3,1,0,0,2.25,3.41,3.03,1.75,2.07,0,3,0.416250710047014,0.274652228036886,0.3090970619161,1.52340435817793,1.20194341378519,-4,2,-4,-3,0.321460944392743,-9,2,0,0
"379","D2",10,"04.10.2019","Yes","Darmstadt","Karlsruhe",1,1,21,8,5,2,4,8,1,2,0,0,2.46,3.31,2.83,1.87,1.93,1,1,0.382780926539636,0.284483709754533,0.332735363705832,1.43282648937344,1.28268980087203,0,13,3,0,0.150136688501412,-4,-1,0,0
"380","D2",10,"04.10.2019","Yes","Stuttgart","Wehen",1,2,30,6,6,4,10,9,1,3,0,1,1.32,5.6,8.12,1.33,3.24,0,3,0.715166461159063,0.168574951558922,0.116258587282015,2.31407433503611,0.517350713404968,-1,24,2,-3,1.79672362163114,1,-2,-1,0
"381","D2",10,"05.10.2019","Yes","Dresden","Hannover",0,2,10,18,2,9,8,17,1,5,1,1,2.46,3.48,2.7,1.66,2.2,0,3,0.381969852187912,0.270013171374213,0.348016976437875,1.41592272793795,1.31406410068784,-2,-8,-7,-3,0.10185862725011,-9,-4,0,0
"382","D2",10,"05.10.2019","Yes","Hamburg","Greuther Furth",2,0,21,12,8,3,9,16,1,3,0,0,1.42,4.58,6.96,1.58,2.35,3,0,0.660472902974498,0.204775441533578,0.134751655491924,2.18619415045707,0.609030408009349,2,9,5,3,1.57716374244772,-7,-2,0,0
"383","D2",10,"05.10.2019","Yes","Sandhausen","Erzgebirge Aue",2,2,21,12,9,5,10,17,2,3,0,0,2.04,3.45,3.55,1.83,1.98,1,1,0.46169069833192,0.272999717274526,0.265309584393554,1.65807181227029,1.06892847045519,0,9,4,0,0.589143341815097,-7,-1,0,0
"384","D2",10,"06.10.2019","Yes","Heidenheim","Bochum",2,3,20,8,6,4,12,13,0,3,0,0,2.14,3.51,3.2,1.59,2.31,0,3,0.438897442109459,0.267589893479841,0.2935126644107,1.58428221980822,1.14812788671194,-1,12,2,-3,0.436154333096274,-1,-3,0,0
"385","D2",10,"06.10.2019","Yes","Holstein Kiel","Regensburg",1,2,20,6,5,3,11,10,1,1,0,0,1.97,3.87,3.38,1.41,2.86,0,3,0.478037941607493,0.24334231136092,0.278619747031586,1.6774561361834,1.07920155245568,-1,14,2,-3,0.598254583727721,1,0,0,0
"386","D2",10,"06.10.2019","Yes","Nurnberg","St Pauli",1,1,21,10,7,2,12,10,3,1,0,0,2.05,3.62,3.32,1.64,2.23,1,1,0.457924055263017,0.2593216335053,0.282754311231682,1.63309379929435,1.10758456720035,0,11,5,0,0.525509232094005,2,2,0,0
"387","D2",10,"07.10.2019","Yes","Osnabruck","Bielefeld",0,1,9,14,1,4,9,15,2,2,1,0,2.75,3.49,2.4,1.64,2.23,0,3,0.340854986062221,0.268582009074816,0.390563004862962,1.29114696726148,1.4402710236637,-1,-5,-3,-3,-0.149124056402222,-6,0,1,0
"388","D2",10,"18.10.2019","Yes","Erzgebirge Aue","Nurnberg",4,3,9,17,6,5,15,15,3,2,0,1,2.69,3.5,2.46,1.68,2.17,3,0,0.349397785929942,0.26853715547187,0.382065058598189,1.3167305132617,1.41473233126644,1,-8,1,3,-0.0980018180047399,0,1,-1,0
"389","D2",10,"18.10.2019","Yes","Greuther Furth","Dresden",2,0,11,11,3,1,12,18,1,3,0,0,2.28,3.41,3.03,1.74,2.07,3,0,0.413035917731007,0.276164777837741,0.310799304431253,1.51527253103076,1.2085626911315,2,0,2,3,0.306709839899262,-6,-2,0,0
"390","D2",10,"19.10.2019","Yes","Regensburg","Sandhausen",1,0,7,16,2,1,10,20,0,4,0,0,2.28,3.53,2.92,1.56,2.4,3,0,0.412079828573256,0.266159209390092,0.321760962036652,1.50239869510986,1.23144209550005,1,-9,1,3,0.270956599609812,-10,-4,0,0
"391","D2",10,"19.10.2019","Yes","St Pauli","Darmstadt",0,1,20,16,4,6,14,12,2,2,0,0,1.94,3.52,3.79,1.79,2.02,0,3,0.484728691747026,0.267151608519668,0.248119699733306,1.72133768376075,1.01151070771959,-1,4,-2,-3,0.70982697604116,2,0,0,0
"392","D2",10,"19.10.2019","Yes","Wehen","Heidenheim",0,0,9,10,3,1,14,8,2,3,0,0,2.85,3.62,2.28,1.54,2.43,1,1,0.329240563892678,0.259208731241473,0.411550704865848,1.24693042291951,1.49386084583902,0,-1,2,0,-0.246930422919509,6,-1,0,0
"393","D2",10,"20.10.2019","Yes","Bochum","Karlsruhe",3,3,19,18,7,6,14,11,2,4,0,1,2,3.49,3.62,1.7,2.14,1,1,0.470466004811237,0.269608025679792,0.259925969508971,1.6810060401135,1.0493859342067,0,1,1,0,0.631620105906799,3,-2,-1,0
"394","D2",10,"20.10.2019","Yes","Hannover","Osnabruck",0,0,20,9,4,4,9,13,2,2,0,0,1.78,3.66,4.34,1.83,1.97,1,1,0.527293489662865,0.256443281857896,0.216263228479239,1.83832375084649,0.905232967295614,0,11,0,0,0.933090783550876,-4,0,0,0
"395","D2",10,"20.10.2019","Yes","Stuttgart","Holstein Kiel",0,1,18,12,4,3,13,8,3,2,1,0,1.65,4.06,4.72,1.44,2.74,0,3,0.569482499361074,0.231439932006348,0.199077568632579,1.93988743008957,0.828672637904084,-1,6,1,-3,1.11121479218548,5,1,1,0
"396","D2",10,"21.10.2019","Yes","Bielefeld","Hamburg",1,1,14,15,7,3,8,5,2,0,0,0,2.87,3.46,2.34,1.7,2.12,1,1,0.327227754785308,0.271428802379721,0.401343442834972,1.25311206673564,1.47545913088464,0,-1,4,0,-0.222347064148991,3,2,0,0
"397","D2",10,"25.10.2019","Yes","Darmstadt","Erzgebirge Aue",1,0,9,9,1,2,9,7,4,0,0,0,2.21,3.37,3.19,1.82,1.98,3,0,0.425789867672163,0.279227183250884,0.294982949076953,1.55659678626737,1.16417603048174,1,0,-1,3,0.39242075578563,2,4,0,0
"398","D2",10,"25.10.2019","Yes","Holstein Kiel","Bochum",2,1,15,11,5,3,8,21,4,5,0,0,1.95,3.8,3.5,1.44,2.74,3,0,0.483021608861449,0.247866351915744,0.269112039222807,1.69693117850009,1.05520246958417,1,4,2,3,0.641728708915925,-13,-1,0,0
"399","D2",10,"26.10.2019","Yes","Dresden","Bielefeld",0,1,5,14,1,7,13,9,3,2,0,0,3.31,3.54,2.09,1.65,2.22,0,3,0.284190997122982,0.265726610304257,0.450082392572761,1.1182996016732,1.61597378802254,-1,-9,-6,-3,-0.497674186349337,4,1,0,0
"400","D2",10,"26.10.2019","Yes","Hamburg","Stuttgart",6,2,13,13,6,5,9,14,1,3,0,0,2.02,3.54,3.5,1.66,2.21,3,0,0.46560043290694,0.265681602958197,0.268717964134862,1.66248290167902,1.07183549536278,4,0,1,3,0.590647406316233,-5,-2,0,0
"401","D2",10,"26.10.2019","Yes","Karlsruhe","Hannover",3,3,20,13,7,7,15,16,3,4,0,1,2.69,3.37,2.53,1.79,2.02,1,1,0.349471863459182,0.278955285669198,0.37157285087162,1.32737087604674,1.39367383828406,0,7,0,0,-0.066302962237315,-1,-1,-1,0
"402","D2",10,"27.10.2019","Yes","Heidenheim","St Pauli",1,0,12,15,2,4,14,14,0,2,0,0,2.18,3.4,3.2,1.7,2.14,3,0,0.430584138040209,0.276080417919899,0.293335444039892,1.56783283204053,1.15608675003958,1,-3,-2,3,0.41174608200095,0,-2,0,0
"403","D2",10,"27.10.2019","Yes","Nurnberg","Regensburg",1,1,13,14,2,4,10,13,0,4,0,0,1.93,3.7,3.63,1.52,2.49,1,1,0.48702040401916,0.254040372907292,0.258939223073548,1.71510158496477,1.03085804212794,0,-1,-2,0,0.684243542836837,-3,-4,0,0
"404","D2",10,"27.10.2019","Yes","Osnabruck","Greuther Furth",0,0,13,14,4,3,21,17,4,3,0,0,2.25,3.34,3.12,1.84,1.95,1,1,0.417570264227154,0.281297333685957,0.30113240208689,1.53400812636742,1.18469453994663,0,-1,1,0,0.349313586420792,4,1,0,0
"405","D2",10,"28.10.2019","Yes","Sandhausen","Wehen",0,0,11,5,1,1,10,12,2,2,1,0,1.88,3.68,3.82,1.56,2.39,1,1,0.499247094922863,0.255050146319289,0.245702758757849,1.75279143108788,0.992158422592835,0,6,0,0,0.760633008495042,-2,0,1,0
"406","D2",10,"01.11.2019","Yes","Hannover","Sandhausen",1,1,15,17,1,6,15,9,3,0,0,0,1.98,3.43,3.74,1.93,1.87,1,1,0.47468251383914,0.274014978834256,0.251302507326604,1.69806252035168,1.02792250081407,0,-2,-5,0,0.67014001953761,6,3,0,0
"407","D2",10,"01.11.2019","Yes","Regensburg","Osnabruck",3,3,16,18,6,9,19,12,4,2,0,0,2.19,3.41,3.19,1.76,2.07,1,1,0.429415085327196,0.275782708758522,0.294802205914282,1.56402796474011,1.16018932650137,0,-2,-3,0,0.403838638238743,7,2,0,0
"408","D2",10,"02.11.2019","Yes","Erzgebirge Aue","Heidenheim",1,1,8,13,2,5,16,19,3,5,0,0,2.44,3.31,2.83,1.82,1.99,1,1,0.384711424335391,0.283593920053883,0.331694655610726,1.43772819306006,1.27867788688606,0,-5,-3,0,0.159050306173995,-3,-2,0,0
"409","D2",10,"02.11.2019","Yes","Greuther Furth","Darmstadt",3,1,19,11,6,3,16,12,2,2,0,0,2.1,3.32,3.47,1.9,1.9,3,0,0.446883946096496,0.282667556265856,0.270448497637649,1.62331939455534,1.0940130491788,2,8,3,3,0.529306345376541,4,0,0,0
"410","D2",10,"02.11.2019","Yes","St Pauli","Karlsruhe",2,2,19,14,8,4,11,15,2,3,0,0,2.15,3.42,3.27,1.75,2.07,1,1,0.437417129178743,0.274984452553888,0.287598418267369,1.58723584009012,1.137779707356,0,5,4,0,0.449456132734121,-4,-1,0,0
"411","D2",10,"03.11.2019","Yes","Bielefeld","Holstein Kiel",2,1,10,13,4,5,9,9,2,2,0,0,1.84,3.94,3.72,1.51,2.51,3,0,0.509780461337266,0.238070063162581,0.252149475500153,1.76741144717438,0.99451848966304,1,-3,-1,3,0.772892957511339,0,0,0,0
"412","D2",10,"03.11.2019","Yes","Stuttgart","Dresden",3,1,16,10,5,4,10,11,2,3,0,0,1.47,4.42,6.27,1.5,2.52,3,0,0.638150304989672,0.212235508673036,0.149614186337292,2.12668642364205,0.661078067684911,2,6,1,3,1.46560835595714,-1,-1,0,0
"413","D2",10,"03.11.2019","Yes","Wehen","Hamburg",1,1,9,20,2,7,18,4,1,0,1,0,4.8,4.09,1.64,1.51,2.51,1,1,0.196062154357002,0.230097393866408,0.57384045177659,0.818283856937413,1.95161874919618,0,-11,-5,0,-1.13333489225877,14,1,1,0
"414","D2",10,"04.11.2019","Yes","Bochum","Nurnberg",3,1,11,12,4,5,11,16,2,3,0,0,2.67,3.44,2.49,1.64,2.24,3,0,0.351067884764352,0.272485829163029,0.376446286072619,1.32568948345609,1.40182468738089,2,-1,-1,3,-0.0761352039247991,-5,-1,0,0
"415","D2",10,"08.11.2019","Yes","Dresden","Wehen",1,0,11,8,5,2,18,17,3,3,0,0,2.08,3.54,3.35,1.65,2.23,3,0,0.452802956831181,0.266053714748265,0.281143328420554,1.62446258524181,1.10948370000993,1,3,3,3,0.514978885231881,1,0,0,0
"416","D2",10,"08.11.2019","Yes","St Pauli","Bochum",1,1,13,11,4,4,12,11,1,2,0,0,1.91,3.73,3.72,1.62,2.28,1,1,0.493703989667356,0.252808209186233,0.253487801146411,1.7339201781883,1.01327161262547,0,2,0,0,0.720648565562834,1,-1,0,0
"417","D2",10,"09.11.2019","Yes","Holstein Kiel","Hamburg",1,1,9,11,2,2,12,9,2,2,0,1,3.49,3.59,2.01,1.61,2.29,1,1,0.269653474041383,0.262142235210147,0.468204290748471,1.07110265733429,1.66675510745556,0,-2,0,0,-0.595652450121264,3,0,-1,0
"418","D2",10,"09.11.2019","Yes","Osnabruck","Stuttgart",1,0,9,21,3,6,11,22,1,3,0,0,3.91,3.75,1.85,1.62,2.28,3,0,0.240605545632684,0.250871382246345,0.50852307212097,0.972688019144398,1.77644059860926,1,-12,-3,3,-0.803752579464858,-11,-2,0,0
"419","D2",10,"09.11.2019","Yes","Sandhausen","Greuther Furth",3,2,23,8,6,4,18,18,3,2,0,0,2.32,3.24,3.09,1.93,1.87,3,0,0.405373888537972,0.290267722656819,0.304358388805209,1.50638938827074,1.20334288907245,1,15,2,3,0.30304649919829,0,1,0,0
"420","D2",10,"10.11.2019","Yes","Darmstadt","Regensburg",2,2,23,7,9,2,13,12,0,2,0,0,2.35,3.37,2.92,1.72,2.11,1,1,0.399660464870705,0.278694982921708,0.321644552207588,1.47767637753382,1.24362863954447,0,16,7,0,0.234047737989351,1,-2,0,0
"421","D2",10,"10.11.2019","Yes","Heidenheim","Hannover",4,0,18,11,7,1,10,6,0,0,0,1,2.5,3.25,2.8,1.83,1.97,3,0,0.375644994840041,0.288957688338493,0.335397316821465,1.41589267285862,1.29514963880289,4,7,6,3,0.120743034055728,4,0,-1,0
"422","D2",10,"10.11.2019","Yes","Nurnberg","Bielefeld",1,5,14,9,5,6,12,8,2,2,0,0,2.91,3.46,2.32,1.7,2.15,0,3,0.323065158771683,0.271710870527629,0.405223970700688,1.24090634684268,1.48738278262969,-4,5,-1,-3,-0.246476435787017,4,0,0,0
"423","D2",10,"11.11.2019","Yes","Karlsruhe","Erzgebirge Aue",1,1,31,9,5,4,10,10,0,3,0,1,2.1,3.41,3.35,1.8,1.99,1,1,0.44589082534788,0.274595522941509,0.279513651710611,1.61226799898515,1.11313647807334,0,22,1,0,0.499131520911805,0,-3,-1,0
"424","D2",10,"22.11.2019","Yes","Bochum","Osnabruck",1,1,17,22,7,7,19,8,1,2,0,0,1.95,3.62,3.65,1.66,2.21,1,1,0.482411142956242,0.25986235601234,0.257726501031417,1.70709578488107,1.03304185910659,0,-5,0,0,0.674053925774476,11,-1,0,0
"425","D2",10,"22.11.2019","Yes","Erzgebirge Aue","St Pauli",3,1,13,14,7,5,10,12,2,1,0,0,2.66,3.34,2.57,1.85,1.95,3,0,0.353178848274387,0.281274172577805,0.365546979147809,1.34081071740096,1.37791511002123,2,-1,2,3,-0.0371043926202663,-2,1,0,0
"426","D2",10,"23.11.2019","Yes","Bielefeld","Sandhausen",1,1,13,15,2,6,8,11,1,1,0,0,1.69,3.77,4.84,1.76,2.05,1,1,0.556343889967894,0.249395536882159,0.194260573149946,1.91842720678584,0.832177256331999,0,-2,-4,0,1.08624995045384,-3,0,0,0
"427","D2",10,"23.11.2019","Yes","Hamburg","Dresden",2,1,16,12,8,4,10,13,1,3,0,0,1.33,5.1,8.58,1.52,2.49,3,0,0.70631646231623,0.184196253898154,0.109487283785616,2.30314564084684,0.512658105255002,1,4,4,3,1.79048753559184,-3,-2,0,0
"428","D2",10,"23.11.2019","Yes","Wehen","Holstein Kiel",3,6,20,13,7,10,10,7,3,2,0,0,3.3,3.58,2.07,1.6,2.3,0,3,0.284414866669737,0.26217012849445,0.453415004835813,1.11541472850366,1.62241514300189,-3,7,-3,-3,-0.507000414498227,3,1,0,0
"429","D2",10,"24.11.2019","Yes","Greuther Furth","Nurnberg",0,0,10,15,2,3,9,16,2,3,0,0,2.72,3.4,2.47,1.69,2.16,1,1,0.344683226346637,0.27574658107731,0.379570192576054,1.30979626011722,1.41445715880547,0,-5,-1,0,-0.10466089868825,-7,-1,0,0
"430","D2",10,"24.11.2019","Yes","Regensburg","Heidenheim",3,1,19,11,7,3,14,12,1,2,0,0,2.46,3.39,2.74,1.68,2.17,3,0,0.381173979415965,0.276604126655833,0.342221893928202,1.42012606490373,1.30326980844044,2,8,4,3,0.116856256463288,2,-1,0,0
"431","D2",10,"24.11.2019","Yes","Stuttgart","Karlsruhe",3,0,17,7,4,2,13,21,1,1,1,0,1.54,4.27,5.49,1.5,2.53,3,0,0.609322974472808,0.219755826859046,0.170921198668147,2.04772475027747,0.732519422863485,3,10,2,3,1.31520532741398,-8,0,1,0
"432","D2",10,"25.11.2019","Yes","Hannover","Darmstadt",1,2,17,10,4,8,16,18,5,2,1,0,1.9,3.52,3.89,1.81,1.99,0,3,0.493046903693675,0.266133271880109,0.240819824426217,1.74527398296113,0.988592745158758,-1,7,-4,-3,0.756681237802375,-2,3,1,0
"433","D2",10,"29.11.2019","Yes","Karlsruhe","Regensburg",4,1,19,16,11,5,17,12,1,1,0,0,2.22,3.58,3.01,1.55,2.42,3,0,0.424150580974273,0.263020751330415,0.312828667695311,1.53547249425324,1.20150675441635,3,3,6,3,0.333965739836886,5,0,0,0
"434","D2",10,"29.11.2019","Yes","Osnabruck","Hamburg",2,1,19,18,7,6,6,5,1,1,0,0,4.81,3.87,1.68,1.82,1.99,3,0,0.195848432543807,0.243418852851605,0.560732714604589,0.830964150483024,1.92561699666537,1,1,1,3,-1.09465284618235,1,0,0,0
"435","D2",10,"30.11.2019","Yes","Bochum","Erzgebirge Aue",2,0,16,11,4,0,13,17,2,4,0,1,1.9,3.71,3.72,1.6,2.31,3,0,0.494344191244421,0.253168184195256,0.252487624560323,1.73620075792852,1.01063105787622,2,5,4,3,0.725569700052296,-4,-2,-1,0
"436","D2",10,"30.11.2019","Yes","Dresden","Holstein Kiel",1,2,9,8,5,3,21,11,3,0,0,0,3.21,3.62,2.09,1.6,2.31,0,3,0.292173362322311,0.259081904158734,0.448744733518955,1.13560199112567,1.6053161047156,-1,1,2,-3,-0.469714113589935,10,3,0,0
"437","D2",10,"30.11.2019","Yes","Nurnberg","Wehen",0,2,24,5,4,2,13,11,1,1,0,0,1.69,3.92,4.6,1.55,2.41,0,3,0.556014652737521,0.239710398756737,0.204274948505741,1.9077543569693,0.852535244273962,-2,19,2,-3,1.05521911269534,2,0,0,0
"438","D2",10,"30.11.2019","Yes","St Pauli","Hannover",0,1,9,8,2,2,16,19,1,3,0,0,2.5,3.28,2.77,1.79,2.02,0,3,0.375273640471529,0.286031738164275,0.338694621364196,1.41185265957886,1.30211560225686,-1,1,0,-3,0.109737057321999,-3,-2,0,0
"439","D2",10,"01.12.2019","Yes","Darmstadt","Bielefeld",1,3,18,11,9,5,5,11,0,2,0,0,3.41,3.52,2.05,1.74,2.08,0,3,0.275317916649179,0.266714231753893,0.457967851596928,1.09266798170143,1.64061778654468,-2,7,4,-3,-0.547949804843245,-6,-2,0,0
"440","D2",10,"01.12.2019","Yes","Heidenheim","Greuther Furth",1,0,15,19,7,1,12,12,1,3,0,0,2.02,3.48,3.52,1.75,2.06,3,0,0.464182859914512,0.269439476157274,0.266377663928214,1.66198805590081,1.06857246794192,1,-4,6,3,0.593415587958893,0,-2,0,0
"441","D2",10,"01.12.2019","Yes","Sandhausen","Stuttgart",2,1,16,24,5,6,13,10,5,3,0,0,3.67,3.4,2.01,1.8,2,3,0,0.256063427592951,0.276397876254744,0.467538696152304,1.0445881590336,1.67901396471166,1,-8,-1,3,-0.634425805678058,3,2,0,0
"442","D2",10,"06.12.2019","Yes","Bielefeld","Karlsruhe",2,2,23,8,4,3,8,12,1,3,0,0,1.64,3.91,5.04,1.64,2.24,1,1,0.573120368539221,0.240388082967858,0.186491548492921,1.95974918858552,0.799862728446621,0,15,1,0,1.1598864601389,-4,-2,0,0
"443","D2",10,"06.12.2019","Yes","Hamburg","Heidenheim",0,1,16,9,9,2,6,11,0,0,0,0,1.53,4.11,5.93,1.66,2.21,0,3,0.613394239118125,0.228343840839594,0.158261920042282,2.06852655819397,0.703129600966439,-1,7,7,-3,1.36539695722753,-5,0,0,0
"444","D2",10,"07.12.2019","Yes","Greuther Furth","Bochum",3,1,17,9,7,2,16,14,1,3,0,0,2.51,3.42,2.66,1.68,2.17,3,0,0.373478939157566,0.274102964118565,0.352418096723869,1.39453978159126,1.33135725429017,2,8,5,3,0.0631825273010924,2,-2,0,0
"445","D2",10,"07.12.2019","Yes","Hannover","Erzgebirge Aue",3,2,22,11,5,1,24,10,2,3,0,0,1.79,3.58,4.43,1.84,1.95,3,0,0.525192649673977,0.262596324836989,0.212211025489034,1.83817427385892,0.89922940130409,1,11,4,3,0.938944872554831,14,-1,0,0
"446","D2",10,"07.12.2019","Yes","Holstein Kiel","Osnabruck",2,4,14,12,5,6,12,15,3,1,1,0,1.8,3.73,4.13,1.62,2.27,0,3,0.521265256539967,0.251548917365132,0.227185826094901,1.81534468698503,0.933106395649835,-2,2,-1,-3,0.882238291335199,-3,2,1,0
"447","D2",10,"08.12.2019","Yes","Dresden","Sandhausen",1,1,15,18,7,7,13,13,4,2,0,0,2.58,3.29,2.67,1.86,1.93,1,1,0.363572022796975,0.285111191129543,0.351316786073482,1.37582725952047,1.33906154934999,0,-3,0,0,0.0367657101704806,0,2,0,0
"448","D2",10,"08.12.2019","Yes","Regensburg","St Pauli",1,0,14,11,3,3,18,8,2,3,0,1,2.36,3.42,2.84,1.71,2.12,3,0,0.396661003659174,0.273719289074752,0.329619707266074,1.46370230005227,1.26257841087297,1,3,0,3,0.201123889179299,10,-1,-1,0
"449","D2",10,"08.12.2019","Yes","Wehen","Darmstadt",0,0,15,14,2,6,10,7,1,2,0,1,2.77,3.29,2.48,1.76,2.04,1,1,0.337965628507876,0.284548568682923,0.377485802809201,1.29844545420655,1.41700597711052,0,1,-4,0,-0.118560522903973,3,-1,-1,0
"450","D2",10,"09.12.2019","Yes","Stuttgart","Nurnberg",3,1,14,10,6,1,10,12,2,1,0,0,1.68,3.84,4.71,1.57,2.36,3,0,0.557355225205236,0.243842911027291,0.198801863767473,1.915908586643,0.840248502329709,2,4,5,3,1.07566008431329,-2,1,0,0
"451","D2",10,"13.12.2019","Yes","Bochum","Hannover",2,1,11,24,8,10,18,12,2,2,0,0,2.48,3.38,2.74,1.66,2.19,3,0,0.378954776830286,0.278049658739382,0.342995564430332,1.41491398923024,1.30703635203038,1,-13,-2,3,0.107877637199862,6,0,0,0
"452","D2",10,"13.12.2019","Yes","Erzgebirge Aue","Regensburg",1,0,12,11,4,2,10,18,0,3,0,0,2.57,3.46,2.58,1.6,2.31,3,0,0.365110267652641,0.271194620770892,0.363695111576468,1.36652542372881,1.36227995550029,1,1,2,3,0.00424546822851912,-8,-3,0,0
"453","D2",10,"14.12.2019","Yes","Heidenheim","Bielefeld",0,0,12,13,3,3,6,9,0,2,0,0,2.82,3.41,2.4,1.73,2.09,1,1,0.333113537011258,0.275478057000513,0.391408405988229,1.27481866803429,1.4497032749652,0,-1,0,0,-0.174884606930911,-3,-2,0,0
"454","D2",10,"14.12.2019","Yes","Karlsruhe","Greuther Furth",1,5,15,15,3,7,15,14,4,5,0,0,2.02,3.51,3.52,1.71,2.11,0,3,0.465254294730341,0.267753183861906,0.266992521407753,1.66351606805293,1.06873074808516,-4,0,-4,-3,0.594785319967766,1,-1,0,0
"455","D2",10,"14.12.2019","Yes","St Pauli","Wehen",3,1,12,6,6,3,4,8,1,2,0,0,1.83,3.64,4.12,1.68,2.16,3,0,0.513631257363619,0.258226703564677,0.228142039071705,1.79912047565553,0.94265282077979,2,6,3,3,0.856467654875743,-4,-1,0,0
"456","D2",10,"15.12.2019","Yes","Nurnberg","Holstein Kiel",2,2,11,13,4,4,15,14,1,1,0,0,2.35,3.55,2.8,1.57,2.36,1,1,0.399798893916541,0.264655605832076,0.335545500251383,1.4640522875817,1.27129210658622,0,-2,0,0,0.192760180995475,1,0,0,0
"457","D2",10,"15.12.2019","Yes","Osnabruck","Dresden",3,0,17,3,9,0,7,15,1,2,0,0,2,3.4,3.72,1.85,1.94,3,0,0.470395715560845,0.276703362094615,0.25290092234454,1.68789050877715,1.03540612912824,3,14,9,3,0.652484379648914,-8,-1,0,0
